age,gender,region_category,joined_through_referral,preferred_offer_types,medium_of_operation,internet_option,days_since_last_login,avg_session_duration,avg_transaction_value,avg_frequency_login_days,points_in_wallet,used_special_discount,offer_application_preference,past_complaint,complaint_status,feedback,churn,plan_tier,logins_90d,active_days_90d,api_calls_90d,session_minutes_90d,days_since_active,days_since_joined
38,M,Town,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,19.0,942.84,49037.16,6.0,698.25,No,Yes,No,Not Applicable,No reason specified,0,Pro,34,29,1959,962.58,6,872
35,F,City,No,Without Offers,Smartphone,Fiber_Optic,10.0,267.45,32922.76,8.0,701.45,No,Yes,No,Not Applicable,No reason specified,1,Pro,28,21,2057,651.26,0,922
61,F,Town,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,22.0,34.37,3862.41,10.0,602.86,No,Yes,No,Not Applicable,Too many ads,1,Basic,13,12,265,180.25,10,168
53,M,City,No,Credit/Debit Card Offers,Desktop,Mobile_Data,19.0,213.34,8860.9,6.0,671.74,Yes,No,Yes,Solved,Poor Website,1,Pro,28,25,1675,595.78,0,241
55,M,Town,No,Credit/Debit Card Offers,Desktop,Wi-Fi,23.0,50.48,8944.54,25.0,626.96,Yes,No,Yes,Unsolved,Poor Customer Service,1,Basic,10,10,279,211.05,1,36
23,M,City,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,13.0,1044.243494,26060.01,22.0,684.88,Yes,No,Yes,Solved,Poor Website,1,Basic,9,9,377,100.17,21,702
11,M,Town,Yes,Gift Vouchers/Coupons,Both,Mobile_Data,13.0,628.79,33199.52,22.0,777.94,Yes,No,Yes,No Information Available,Poor Customer Service,0,Enterprise,43,35,9730,911.06,0,984
22,M,Town,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,17.0,56.58,41050.72,15.0,698.25,Yes,No,Yes,Solved,Poor Website,1,Basic,16,15,311,437.15,0,86
37,M,Village,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,11.0,172.07,23587.32,28.0,326.1310709,Yes,No,No,Not Applicable,Poor Website,1,Pro,20,20,1621,466.68,0,1062
31,M,Town,No,Credit/Debit Card Offers,Desktop,Wi-Fi,6.0,44.99,3087.16,8.0,750.95,Yes,No,No,Not Applicable,No reason specified,0,Enterprise,45,36,9025,1150.65,4,657
20,M,City,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,11.0,144.33,54420.14,5.0,698.25,No,Yes,No,Not Applicable,User Friendly Website,0,Enterprise,31,28,7936,623.47,5,375
53,M,City,Yes,Without Offers,Both,Fiber_Optic,7.0,787.74,20129.88,12.0,698.25,Yes,No,Yes,Solved in Follow-up,Quality Customer Care,0,Enterprise,37,29,11187,985.24,1,121
38,F,City,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,26.0,30.49,37139.89,20.0,627.26,Yes,No,No,Not Applicable,Poor Customer Service,1,Basic,17,16,437,472.81,6,222
59,F,City,No,Without Offers,Both,Wi-Fi,8.0,400.21,33996.1,38.47159929,697.6,Yes,Yes,No,Not Applicable,Poor Product Quality,1,Basic,7,6,419,147.52,2,488
50,F,Town,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,13.0,103.36,39610.89,10.0,653.12,Yes,No,Yes,Solved,Poor Customer Service,1,Pro,18,13,2699,274.38,14,675
64,F,City,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,8.0,58.15,27995.24,18.0,698.25,Yes,No,No,Not Applicable,Poor Product Quality,0,Pro,26,21,2097,595.01,1,1008
27,F,Town,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,10.0,862.2,35895.98,21.0,698.25,No,Yes,No,Not Applicable,No reason specified,1,Pro,19,17,1834,344.38,5,280
12,F,Town,No,Without Offers,Desktop,Wi-Fi,9.0,412.22,1313.11,18.0,733.13,Yes,Yes,No,Not Applicable,Products always in Stock,0,Pro,26,21,3447,677.52,2,86
29,F,Village,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,19.0,222.69,18297.21,2.0,774.47,No,Yes,Yes,No Information Available,Products always in Stock,0,Enterprise,24,22,8766,258.63,1,728
39,F,City,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,16.0,283.85,3888.65,18.0,959.92041,Yes,No,No,Not Applicable,Products always in Stock,0,Pro,35,32,1771,907.26,3,461
37,F,City,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,17.0,136.19,6965.48,5.0,1181.873763,Yes,No,No,Not Applicable,Too many ads,0,Enterprise,27,24,13808,331.7,0,225
37,F,Town,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,5.0,32.29,63097.55,16.0,780.09,No,Yes,No,Not Applicable,User Friendly Website,0,Pro,34,29,1744,641.83,8,692
21,M,Town,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,12.0,145.45,48500.63,11.0,727.97,No,Yes,Yes,Solved,Poor Customer Service,0,Pro,14,13,1554,168.91,8,915
64,F,Town,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,10.0,313.84,23211.35,15.0,573.16,Yes,No,No,Not Applicable,Poor Product Quality,1,Basic,23,22,314,689.79,1,97
56,F,Town,No,Without Offers,Smartphone,Wi-Fi,11.0,254.72,28425.26,11.0,789.3,Yes,Yes,No,Not Applicable,No reason specified,0,Pro,28,24,1478,669.31,2,698
37,F,Town,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,9.0,206.56,13037.39,13.0,616.68,Yes,No,Yes,Solved in Follow-up,Too many ads,1,Basic,13,13,322,286.52,12,529
55,M,Town,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,21.0,51.75,27564.76,24.0,660.59,No,Yes,No,Not Applicable,Too many ads,1,Basic,18,17,275,371.47,5,451
18,M,City,Yes,Without Offers,Smartphone,Fiber_Optic,10.0,117.9,49537.82,7.0,528.08,Yes,No,Yes,Solved,Poor Product Quality,1,Basic,14,14,332,231.55,6,601
27,F,Town,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,2.0,484.45,83453.57,14.0,788.97,No,Yes,Yes,Unsolved,Reasonable Price,0,Pro,33,24,1194,459.34,0,96
57,M,Town,No,Without Offers,Smartphone,Wi-Fi,6.0,32.89,16340.59,16.0,698.25,Yes,No,Yes,Solved in Follow-up,Poor Website,0,Enterprise,42,34,7659,831.79,0,67
48,F,City,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,15.0,77.18,49448.05,5.0,605.23,No,Yes,Yes,No Information Available,Poor Product Quality,1,Basic,14,14,251,319.67,2,100
54,M,Town,No,Credit/Debit Card Offers,Desktop,Wi-Fi,8.0,60.77,45095.33,1.234738899,692.59,Yes,No,No,Not Applicable,Poor Product Quality,1,Basic,12,12,264,254.47,4,526
52,F,Village,No,Without Offers,Smartphone,Mobile_Data,15.0,197.85,42084.72,18.0,710.7,No,Yes,No,Not Applicable,Poor Customer Service,0,Pro,19,17,1496,421.71,1,1
33,F,Town,Yes,Without Offers,Both,Mobile_Data,11.0,502.4,4714.82,24.0,472.8025704,Yes,No,No,Not Applicable,Poor Website,0,Enterprise,37,30,8360,886.78,0,103
35,M,Town,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,6.0,33.96,6175.77,22.0,545.14,Yes,No,No,Not Applicable,Poor Product Quality,1,Basic,13,12,229,233.0,22,302
42,M,City,No,Without Offers,Both,Mobile_Data,13.0,617.09,33226.66,17.0,1053.420685,Yes,Yes,Yes,No Information Available,Poor Product Quality,0,Enterprise,50,40,12312,1097.36,0,818
39,F,City,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,9.0,34.93,42965.53,29.0,630.68,No,Yes,Yes,Solved,Poor Product Quality,1,Pro,21,17,1892,412.65,5,66
50,F,City,Yes,Without Offers,Desktop,Fiber_Optic,20.0,198.19,20710.0,10.0,698.25,No,Yes,Yes,Unsolved,Poor Product Quality,1,Pro,29,23,1688,719.57,4,565
29,M,City,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,11.0,317.25,17951.87,17.0,753.97,No,Yes,No,Not Applicable,Poor Customer Service,0,Enterprise,48,39,9003,981.55,0,1089
47,M,Town,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,5.0,876.87,41927.46,17.0,636.3,Yes,No,Yes,Solved in Follow-up,Poor Website,0,Basic,14,11,271,369.2,10,361
16,F,City,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,8.0,133.36,21896.63,13.0,644.25,Yes,No,No,Not Applicable,No reason specified,1,Pro,14,13,1602,305.2,9,246
48,M,Town,Yes,Without Offers,Desktop,Fiber_Optic,8.0,522.81,27264.0,11.0,556.79,Yes,Yes,Yes,Solved in Follow-up,Poor Website,1,Basic,20,18,436,479.64,5,735
14,F,City,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,10.0,33.34,46392.24,24.0,582.93,Yes,No,No,Not Applicable,Poor Customer Service,1,Basic,15,15,228,351.98,11,378
13,F,Village,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,5.0,84.05,10423.83,29.0,1044.81538,No,Yes,Yes,No Information Available,No reason specified,0,Enterprise,60,44,9063,1447.2,0,399
56,F,Town,Yes,Without Offers,Desktop,Wi-Fi,19.0,69.22,14117.54,12.0,523.54,No,Yes,Yes,Solved in Follow-up,Poor Website,1,Basic,14,14,265,283.44,1,484
64,F,City,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,14.0,32.16,67458.29,16.0,764.62,Yes,No,Yes,Solved in Follow-up,User Friendly Website,0,Pro,36,28,2182,853.88,0,459
47,M,Town,Yes,Gift Vouchers/Coupons,Both,Wi-Fi,20.0,692.73,18404.11,19.0,1072.745128,Yes,No,Yes,No Information Available,Poor Website,1,Basic,5,5,284,129.71,3,1024
46,F,Town,No,Without Offers,Both,Mobile_Data,12.0,261.76,15786.32,16.0,704.13,No,Yes,No,Not Applicable,Poor Product Quality,0,Enterprise,66,46,11185,1830.68,0,883
45,M,Town,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,14.0,38.65,1225.14,9.0,700.07,Yes,No,Yes,Unsolved,Too many ads,0,Enterprise,39,29,12940,1039.98,1,272
60,F,Town,Yes,Without Offers,Smartphone,Wi-Fi,16.0,182.16,43782.88,16.0,761.49,No,Yes,Yes,Solved in Follow-up,User Friendly Website,0,Enterprise,28,25,10478,505.46,4,753
19,F,Town,Yes,Without Offers,Smartphone,Fiber_Optic,20.0,31.98,14432.03,24.0,730.04,Yes,No,Yes,Solved,Poor Customer Service,0,Enterprise,24,23,9832,401.47,0,642
21,F,Town,No,Credit/Debit Card Offers,Desktop,Mobile_Data,12.0,283.79,38527.24,26.0,760.53,Yes,No,Yes,No Information Available,No reason specified,0,Pro,29,25,1691,513.23,8,284
60,M,City,No,Credit/Debit Card Offers,Both,Mobile_Data,9.0,1185.91225,29872.64,8.0,744.29,Yes,No,Yes,Solved in Follow-up,Poor Customer Service,0,Pro,27,21,1806,356.85,8,889
32,M,Town,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,17.0,329.16,37811.56,27.0,757.14,No,Yes,Yes,Unsolved,Poor Website,0,Pro,27,24,2934,484.33,7,51
36,F,Town,Yes,Gift Vouchers/Coupons,Both,Fiber_Optic,7.0,700.63,26571.36,13.0,738.84,Yes,Yes,No,Not Applicable,Products always in Stock,0,Enterprise,33,26,9657,538.25,0,23
52,F,Town,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,3.0,166.57,45964.8,17.0,630.0,Yes,No,Yes,No Information Available,Too many ads,1,Basic,14,14,392,271.42,11,495
39,M,Town,Yes,Without Offers,Smartphone,Fiber_Optic,12.0,126.05,43632.02,16.0,594.51,Yes,No,No,Not Applicable,Poor Website,1,Basic,16,16,475,395.25,16,368
42,F,City,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,11.0,428.35,26483.73,14.0,713.42,No,Yes,No,Not Applicable,No reason specified,0,Pro,23,17,1289,397.95,0,485
56,M,Town,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,16.0,148.06,15456.63,29.0,984.3321162,No,Yes,Yes,Solved in Follow-up,No reason specified,1,Pro,31,25,2038,668.96,0,243
17,F,Town,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,15.0,196.56,1246.57,22.0,766.76,Yes,No,Yes,Solved in Follow-up,No reason specified,0,Pro,36,31,1534,997.76,0,173
56,M,Town,No,Without Offers,Desktop,Wi-Fi,10.0,359.98,38699.34,29.0,560.14,No,Yes,Yes,No Information Available,Poor Customer Service,0,Basic,8,8,345,187.44,3,489
33,F,City,No,Credit/Debit Card Offers,Desktop,Mobile_Data,22.0,32.47,25468.76,16.0,298.868694,No,Yes,No,Not Applicable,Poor Customer Service,0,Enterprise,65,46,8740,1780.76,4,3
33,F,City,No,Without Offers,Smartphone,Fiber_Optic,22.0,177.73,35286.1,16.0,709.01,Yes,No,Yes,No Information Available,Poor Website,1,Pro,31,24,1650,723.35,4,786
41,M,Town,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,9.0,493.22,20294.0,23.0,698.25,Yes,No,No,Not Applicable,Poor Website,1,Basic,7,6,320,65.77,2,966
42,F,City,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,4.0,316.14,13516.16,20.0,659.85,No,Yes,Yes,Solved,Poor Product Quality,1,Basic,19,19,457,462.23,3,233
43,M,Town,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,19.0,107.18,16027.34,4.0,1059.640736,No,Yes,Yes,Solved,User Friendly Website,0,Pro,27,24,1683,514.55,0,232
12,F,City,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,22.0,108.2,2998.4,26.0,678.14,Yes,No,Yes,No Information Available,Too many ads,1,Basic,14,14,313,277.94,7,935
23,F,Village,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,11.0,174.18,14865.87,25.0,698.25,No,Yes,Yes,Solved,No reason specified,1,Basic,15,15,373,346.73,5,964
14,F,Town,No,Gift Vouchers/Coupons,Both,Wi-Fi,5.0,407.97,19138.74,12.0,698.25,No,Yes,No,Not Applicable,Poor Website,1,Pro,25,22,2535,568.48,1,914
62,F,Town,Yes,Without Offers,Smartphone,Fiber_Optic,6.0,308.28,38497.78,21.0,792.37,Yes,No,Yes,Unsolved,Too many ads,0,Pro,28,23,2099,603.4,0,806
60,M,Town,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,7.0,67.78,14175.2,16.0,464.501175,No,Yes,Yes,Solved in Follow-up,Poor Customer Service,1,Pro,34,25,2234,893.38,1,746
56,M,Town,Yes,Without Offers,Desktop,Mobile_Data,5.0,732.71,47547.72,15.0,936.3622801,Yes,Yes,Yes,Unsolved,Poor Product Quality,1,Basic,15,15,422,329.75,8,527
41,M,Town,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,22.0,188.96,40428.78,23.0,614.25,No,Yes,Yes,Solved in Follow-up,Too many ads,1,Pro,28,25,1257,557.97,1,932
18,F,Town,No,Without Offers,Desktop,Wi-Fi,21.0,32.82,46250.9,2.0,779.89,Yes,No,No,Not Applicable,User Friendly Website,0,Pro,13,12,1380,231.39,32,609
63,M,Village,Yes,Credit/Debit Card Offers,Both,Fiber_Optic,17.0,1099.5,95625.4,13.0,698.25,No,Yes,No,Not Applicable,Quality Customer Care,0,Pro,15,15,2101,233.26,0,282
23,M,City,Yes,Without Offers,Desktop,Fiber_Optic,15.0,547.87,36383.39,4.0,763.15,No,Yes,Yes,Solved,Products always in Stock,0,Pro,38,29,2555,1071.12,1,24
17,M,City,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,14.0,80.4,15214.2,16.0,761.95,Yes,No,No,Not Applicable,No reason specified,0,Enterprise,20,18,7459,394.88,12,63
42,F,City,Yes,Without Offers,Desktop,Wi-Fi,8.0,179.84,39667.91,10.0,698.25,No,Yes,No,Not Applicable,Poor Product Quality,0,Pro,35,27,1701,746.87,0,644
31,F,City,No,Without Offers,Desktop,Wi-Fi,10.0,731.24,36981.7,26.0,774.16,No,Yes,Yes,Unsolved,Poor Customer Service,0,Pro,28,24,1358,482.9,2,334
12,F,Town,No,Credit/Debit Card Offers,Desktop,Wi-Fi,13.0,49.19,35209.09,10.0,799.43,No,Yes,Yes,No Information Available,Quality Customer Care,0,Pro,35,31,1953,704.87,7,213
63,M,Town,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,15.0,30.66,15079.52,23.0,469.5653778,Yes,No,No,Not Applicable,Too many ads,0,Enterprise,37,27,8781,717.57,1,49
16,F,Town,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,7.0,34.49,31418.7,16.0,770.66,Yes,No,Yes,Unsolved,Poor Product Quality,0,Enterprise,32,25,8331,676.48,4,59
38,M,Town,Yes,Without Offers,Desktop,Mobile_Data,17.0,117.11,29114.92,16.0,521.7,No,Yes,Yes,No Information Available,Too many ads,1,Basic,6,6,262,60.42,6,697
15,M,City,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,13.0,93.76,28456.92,5.0,704.31,No,Yes,No,Not Applicable,Poor Website,0,Enterprise,28,25,13495,513.17,2,745
30,M,City,No,Credit/Debit Card Offers,Desktop,Wi-Fi,13.0,121.38,13374.01,12.0,693.0,Yes,No,No,Not Applicable,Poor Website,1,Basic,17,17,269,411.29,1,787
64,M,Village,No,Gift Vouchers/Coupons,Both,Mobile_Data,10.0,445.01,37220.97,16.0,550.13,No,Yes,Yes,Solved,Poor Website,1,Basic,20,18,384,468.71,7,447
59,M,Town,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,10.0,628.79,40093.14,55.01616857,622.06,No,Yes,No,Not Applicable,Poor Customer Service,1,Basic,18,16,405,395.36,0,1068
23,M,City,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,11.0,31.45,18606.73,24.0,621.94,No,Yes,No,Not Applicable,Poor Product Quality,1,Basic,14,12,256,299.1,7,881
32,F,Town,No,Without Offers,Smartphone,Wi-Fi,24.0,38.88,41019.89,19.0,750.83,No,Yes,Yes,Solved,Quality Customer Care,0,Pro,38,33,2065,1045.85,3,924
11,M,Town,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,12.0,85.52,10636.13,5.0,730.02,No,Yes,No,Not Applicable,Too many ads,0,Enterprise,27,23,8128,401.1,4,974
42,M,City,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,22.0,1097.82189,27380.8,27.0,799.91,No,Yes,Yes,Solved in Follow-up,Poor Product Quality,0,Enterprise,27,22,7163,442.63,5,520
12,M,Town,No,Without Offers,Desktop,Wi-Fi,8.0,322.3,14310.09,11.0,559.2451349,Yes,No,No,Not Applicable,Poor Product Quality,1,Basic,8,8,379,112.73,5,61
45,M,City,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,13.0,31.2,37295.99,25.0,1196.60075,No,Yes,No,Not Applicable,Too many ads,0,Enterprise,57,38,9426,1169.64,1,915
19,F,Town,Yes,Without Offers,Smartphone,Fiber_Optic,11.0,38.63,23832.38,16.0,698.25,No,Yes,Yes,Solved,Poor Product Quality,0,Enterprise,15,14,7726,203.62,0,1014
55,F,City,No,Without Offers,Smartphone,Fiber_Optic,12.0,291.94,97643.81,5.0,713.99,Yes,Yes,No,Not Applicable,User Friendly Website,0,Pro,25,20,2842,484.23,5,879
16,F,City,No,Without Offers,Desktop,Wi-Fi,13.0,343.13,32605.84,16.0,335.2620818,No,Yes,No,Not Applicable,Poor Customer Service,1,Pro,29,24,2008,519.95,1,308
56,M,City,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,19.0,180.37,21460.83,27.0,240.158193,Yes,No,No,Not Applicable,Poor Customer Service,0,Enterprise,41,30,11844,1343.79,1,690
24,F,Town,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,23.0,31.81,36494.51,24.0,622.69,No,Yes,No,Not Applicable,Poor Customer Service,1,Pro,24,23,2421,518.48,0,419
24,F,Town,No,Without Offers,Smartphone,Mobile_Data,12.0,31.86,21842.03,19.0,743.44,No,Yes,No,Not Applicable,Too many ads,0,Enterprise,30,28,6295,459.55,6,1083
53,M,Town,No,Credit/Debit Card Offers,Desktop,Mobile_Data,5.0,428.81,40698.54,9.0,600.39,No,Yes,Yes,Solved in Follow-up,Poor Website,1,Basic,16,13,339,396.58,6,935
12,F,Town,No,Credit/Debit Card Offers,Desktop,Wi-Fi,17.0,97.85,31574.54,28.0,698.25,No,Yes,No,Not Applicable,Poor Website,1,Basic,20,17,234,413.52,19,867
58,M,Town,No,Without Offers,Desktop,Fiber_Optic,19.0,1223.769011,47756.12,15.0,631.09,Yes,No,No,Not Applicable,No reason specified,1,Basic,18,17,294,399.1,1,1047
63,F,Village,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,15.0,1090.92,12483.66,2.0,705.75,Yes,Yes,Yes,Solved in Follow-up,Quality Customer Care,0,Enterprise,56,45,10536,1693.36,2,199
62,M,Town,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,13.0,402.05,20411.69,15.0,517.3513913,Yes,No,No,Not Applicable,Products always in Stock,0,Pro,31,27,1754,691.08,10,543
48,F,Village,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,2.0,33.18,24394.24,16.0,1042.087064,No,Yes,Yes,No Information Available,Poor Product Quality,0,Enterprise,36,28,8234,751.75,5,998
60,M,Town,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,9.0,54.08,19078.81,17.0,752.88,Yes,No,Yes,Solved,Poor Website,0,Pro,28,24,2201,580.78,11,792
64,F,City,Yes,Gift Vouchers/Coupons,Both,Fiber_Optic,9.0,174.18,36532.11,16.0,621.72,No,Yes,No,Not Applicable,Poor Website,1,Basic,9,9,285,94.62,1,135
11,F,Town,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,5.0,106.24,47511.49,11.0,559.8,Yes,No,No,Not Applicable,Poor Customer Service,1,Basic,9,7,285,105.81,34,387
39,M,City,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,15.0,46.22,35937.37,6.0,698.25,Yes,No,No,Not Applicable,Too many ads,1,Basic,11,10,315,225.13,2,944
52,F,City,No,Without Offers,Desktop,Fiber_Optic,15.0,45.45,47218.23,29.0,632.14,No,Yes,No,Not Applicable,Too many ads,1,Basic,19,19,283,491.16,0,449
54,F,Town,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,2.0,67.48,47619.23,10.0,754.69,No,Yes,No,Not Applicable,Quality Customer Care,0,Pro,26,23,1536,426.07,0,416
12,M,Town,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,2.0,226.47,27477.44,16.0,748.61,Yes,No,No,Not Applicable,Poor Customer Service,0,Pro,30,27,1225,680.05,5,984
49,F,Town,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,9.0,714.55,10779.16,23.0,734.08,Yes,No,No,Not Applicable,Poor Customer Service,0,Pro,12,12,1555,222.28,1,1092
23,M,Town,No,Without Offers,Desktop,Wi-Fi,16.0,125.89,77291.02,1.0,1085.770601,Yes,No,Yes,Solved,Reasonable Price,0,Enterprise,48,37,11176,912.42,1,332
62,F,Village,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,17.0,112.9,20038.77,12.0,274.3235842,No,Yes,No,Not Applicable,Poor Product Quality,1,Basic,21,19,268,580.99,4,266
45,M,Town,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,19.0,105.91,46063.59,6.0,761.41,Yes,No,Yes,No Information Available,Too many ads,0,Pro,34,26,1268,1002.71,1,110
17,F,Town,Yes,Without Offers,Smartphone,Wi-Fi,9.0,154.43,11333.18,18.0,740.91,Yes,No,No,Not Applicable,Too many ads,0,Pro,27,22,1944,638.95,0,750
22,M,Village,No,Without Offers,Desktop,Wi-Fi,10.0,589.12,36545.91,12.0,680.88,Yes,No,Yes,Unsolved,Poor Customer Service,1,Basic,11,10,258,149.87,17,1035
38,M,Town,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,17.0,174.48,40594.31,16.0,615.71,No,Yes,Yes,Solved in Follow-up,No reason specified,1,Basic,11,10,365,94.9,1,313
28,M,City,Yes,Without Offers,Smartphone,Wi-Fi,16.0,43.58,23397.98,8.0,759.48,Yes,No,No,Not Applicable,Poor Customer Service,0,Enterprise,36,26,8510,846.27,1,161
39,F,City,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,9.0,32.91,11023.03,16.0,208.9039452,No,Yes,No,Not Applicable,Too many ads,0,Pro,35,27,2537,730.35,3,8
61,F,Town,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,20.0,100.33,34614.42,15.0,642.93,No,Yes,Yes,Solved in Follow-up,No reason specified,1,Basic,9,8,172,146.95000000000002,9,340
64,M,Town,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,11.0,449.03,33430.37,14.0,435.9525483,No,Yes,Yes,Solved,Quality Customer Care,0,Pro,21,20,2318,309.87,12,441
37,M,Town,Yes,Without Offers,Smartphone,Wi-Fi,7.0,43.78,17353.48,21.0,282.3638793,Yes,No,No,Not Applicable,Poor Customer Service,1,Pro,18,15,2172,444.17,1,490
48,M,Town,No,Credit/Debit Card Offers,Desktop,Wi-Fi,13.0,188.21,7375.39,16.0,664.98,No,Yes,No,Not Applicable,No reason specified,1,Basic,17,17,219,292.04,1,1077
54,M,Town,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,10.0,32.13,35792.72,27.0,698.25,Yes,No,Yes,Solved,Poor Customer Service,0,Enterprise,33,26,7947,598.45,7,912
34,F,City,No,Credit/Debit Card Offers,Desktop,Mobile_Data,19.0,154.58,3612.98,24.0,698.25,Yes,No,Yes,Solved,Poor Customer Service,0,Pro,32,23,2339,626.12,1,567
50,F,Town,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,11.0,145.59,13518.27,12.0,740.22,Yes,No,No,Not Applicable,Poor Customer Service,0,Pro,35,28,2302,919.84,6,1065
20,F,Town,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,14.0,233.72,15596.42,14.0,780.92,Yes,No,No,Not Applicable,Poor Website,0,Pro,26,24,1850,545.11,4,791
27,F,Village,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,15.0,304.09,32189.63,7.0,549.41,No,Yes,Yes,No Information Available,Too many ads,1,Basic,13,12,496,280.61,19,899
14,F,Town,No,Credit/Debit Card Offers,Desktop,Wi-Fi,14.0,163.99,27114.49,29.0,583.06,No,Yes,Yes,Solved in Follow-up,No reason specified,1,Basic,15,15,252,431.82,2,599
32,F,Town,Yes,Credit/Debit Card Offers,Both,Fiber_Optic,8.0,255.4,13608.16,16.0,524.52,Yes,Yes,Yes,Solved,Poor Website,1,Basic,8,8,435,150.04,19,945
55,F,City,No,Credit/Debit Card Offers,Desktop,Wi-Fi,12.0,488.0,20417.72,10.0,656.21,No,Yes,No,Not Applicable,Poor Website,1,Basic,13,10,316,236.51,14,292
21,F,City,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,13.0,39.62,46139.37,16.0,673.05,Yes,No,No,Not Applicable,Poor Customer Service,1,Basic,18,16,441,387.35,6,788
12,M,Town,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,17.0,110.59,12478.19,21.0,671.23,No,Yes,Yes,Solved,Poor Customer Service,1,Basic,15,15,295,465.38,8,69
58,F,Town,Yes,Without Offers,Both,Fiber_Optic,6.0,1600.12,15610.96,13.0,725.74,No,Yes,Yes,Solved in Follow-up,Poor Website,0,Pro,30,25,2294,715.76,1,136
23,F,Town,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,9.0,54.12,24610.29,10.0,653.38,No,Yes,Yes,Solved in Follow-up,Poor Customer Service,1,Basic,4,4,384,70.21,1,879
