age,gender,security_no,region_category,joining_date,joined_through_referral,referral_id,preferred_offer_types,medium_of_operation,internet_option,last_visit_time,days_since_last_login,avg_session_duration,avg_transaction_value,avg_frequency_login_days,points_in_wallet,used_special_discount,offer_application_preference,past_complaint,complaint_status,feedback,churn,plan_tier,logins_90d,active_days_90d,api_calls_90d,session_minutes_90d,days_since_active
11,F,PB5J0JP,Town,10-03-2015,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Mobile_Data,12:23:20,8,1060.527979,10990.31,16,271.7143813,Yes,No,No,Not Applicable,Poor Product Quality,1,Basic,15,15,431,278.23,4
14,M,0ISW03K,Town,19-07-2017,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Mobile_Data,15:34:53,-999,1156.431904,32302.27,24,520.33,No,Yes,No,Not Applicable,Poor Customer Service,1,Basic,17,15,395,441.28000000000003,7
26,M,ELWT1XG,City,14-11-2017,Yes,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Mobile_Data,9:43:15,7,187.91,17002.23,11,700.11,No,Yes,No,Not Applicable,Too many ads,0,Pro,34,30,2095,695.08,4
62,M,TS6F948,,09-01-2016,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Mobile_Data,4:35:00,10,284.09,48305.86,Error,730.05,No,Yes,No,Not Applicable,Poor Website,0,Enterprise,64,43,14405,1811.53,3
51,M,LOSAGM2,Village,22-09-2017,No,xxxxxxxx,Without Offers,Desktop,Fiber_Optic,16:51:53,3,-494.0838771,40667.27,19,809.83,Yes,No,No,Not Applicable,Reasonable Price,0,Enterprise,29,25,6773,375.99,0
43,F,DTMKCNR,Village,12-12-2016,Yes,CID9864,Credit/Debit Card Offers,Smartphone,Fiber_Optic,20:43:54,20,-771.4156089,16186.76,8,633.22,Yes,No,No,Not Applicable,Poor Customer Service,1,Pro,21,18,1809,392.7,5
23,M,ZS5JITE,Town,17-03-2016,?,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Fiber_Optic,12:10:42,12,109.76,46102.66,8,783.03,Yes,No,No,Not Applicable,Poor Product Quality,0,Pro,32,27,1682,834.75,3
57,M,CZKAGUY,Town,30-08-2015,Yes,CID11739,Gift Vouchers/Coupons,Desktop,Wi-Fi,12:52:22,-999,56.63,10171.97,23,757.61,Yes,No,Yes,Solved in Follow-up,No reason specified,0,Pro,20,19,2910,287.93,1
17,M,F0CC3JK,,12-11-2015,Yes,CID27651,Gift Vouchers/Coupons,Smartphone,Wi-Fi,22:48:57,21,81.15,46109.6,17,270.467656,Yes,No,No,Not Applicable,No reason specified,1,Pro,22,19,2186,520.54,2
42,M,MWN21KT,City,08-06-2015,Yes,CID36216,Credit/Debit Card Offers,Smartphone,Wi-Fi,16:48:16,10,1195.732666,31504.62,10,1207.253729,Yes,No,No,Not Applicable,Poor Customer Service,0,Enterprise,34,31,12419,579.95,1
21,F,CUNJTNM,City,11-03-2016,No,xxxxxxxx,Credit/Debit Card Offers,?,Mobile_Data,8:26:10,7,99.95,22865.42,21,,No,Yes,No,Not Applicable,No reason specified,0,Pro,14,14,2304,176.66,5
46,M,0PSMM0P,Village,16-03-2017,Yes,CID31973,Credit/Debit Card Offers,Smartphone,Fiber_Optic,21:40:49,21,287.39,44809.68,27,629.6,No,Yes,No,Not Applicable,Poor Product Quality,1,Basic,15,14,385,329.49,6
41,M,P11WJYU,,25-11-2016,Yes,CID29256,Gift Vouchers/Coupons,Desktop,Fiber_Optic,16:58:58,-999,892.02,36394.44,26,630.98,Yes,Yes,Yes,Unsolved,Poor Website,1,Pro,24,21,3499,373.11,1
61,M,YL8KDU2,City,31-05-2017,?,CID24876,Gift Vouchers/Coupons,Smartphone,Mobile_Data,16:22:43,7,115.29,13019.31,14,164.0703482,Yes,No,Yes,Solved in Follow-up,Poor Product Quality,1,Basic,8,8,380,140.8,15
15,F,JD1FCAD,City,04-08-2015,?,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Fiber_Optic,8:50:18,5,185.05,43833.54,15,743.57,No,Yes,No,Not Applicable,Poor Product Quality,0,Enterprise,33,28,11004,636.48,1
56,M,CX2RD4O,,08-07-2016,Yes,CID59245,Credit/Debit Card Offers,Desktop,Mobile_Data,14:23:57,16,30.16,33886.44,5,670.11,No,Yes,No,Not Applicable,Poor Customer Service,1,Pro,29,24,3121,732.99,0
35,M,OFQV4L9,City,26-03-2015,No,xxxxxxxx,Without Offers,Both,Fiber_Optic,23:40:39,17,219.13,70247.76,3,1293.169381,Yes,Yes,No,Not Applicable,User Friendly Website,0,Pro,31,25,2063,625.6,5
57,M,J1ERM77,Town,13-01-2015,Yes,CID33756,Credit/Debit Card Offers,Smartphone,Wi-Fi,17:11:02,8,400.35,30248.45,9,660.25,No,Yes,Yes,Unsolved,Poor Customer Service,1,Basic,15,15,399,339.96,13
64,M,T8VRII9,Town,16-03-2015,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Wi-Fi,20:56:30,20,49.24,39981.97,12,648.6,Yes,No,Yes,Solved,Too many ads,1,Basic,10,8,532,142.66,32
21,M,5B2CFVS,Town,28-02-2017,Yes,CID47291,Credit/Debit Card Offers,Smartphone,Mobile_Data,11:52:02,16,590.85,21919.13,14,610.24,Yes,No,Yes,Solved,Poor Product Quality,1,Basic,12,11,281,225.37,21
53,F,5MTFUGX,Town,27-01-2017,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Wi-Fi,16:36:42,22,1142.148835,34918.7,6,699.08,Yes,No,Yes,Solved in Follow-up,Poor Website,1,Pro,28,20,1304,718.13,1
26,M,R59QOZQ,Village,26-06-2017,Yes,CID37189,Credit/Debit Card Offers,Desktop,Mobile_Data,19:47:41,16,138.33,8025.77,29,1016.785713,Yes,No,No,Not Applicable,Poor Customer Service,1,Basic,17,16,331,474.14,0
61,M,B64YF5C,Town,08-01-2016,Yes,CID22912,Credit/Debit Card Offers,Smartphone,Mobile_Data,23:11:54,7,516.46,45544.33,29,780.96,No,Yes,Yes,Unsolved,Too many ads,0,Pro,27,25,1955,557.5,3
30,M,P5QCZFI,Town,28-04-2015,No,xxxxxxxx,Without Offers,Desktop,Fiber_Optic,1:15:19,19,211.19,2554.48,10,622.45,Yes,Yes,Yes,Solved,Poor Website,1,Basic,6,6,485,130.18,11
38,M,L087S2R,Town,13-08-2015,Yes,CID12636,Gift Vouchers/Coupons,Desktop,Fiber_Optic,0:12:11,19,942.84,49037.16,6,,No,Yes,No,Not Applicable,No reason specified,0,Pro,34,29,1959,962.58,6
35,F,LO2YYBQ,City,24-06-2015,No,xxxxxxxx,Without Offers,Smartphone,Fiber_Optic,22:58:40,10,267.45,32922.76,8,701.45,No,Yes,No,Not Applicable,No reason specified,1,Pro,28,21,2057,651.26,0
61,F,863177F,,17-07-2017,Yes,CID48064,Gift Vouchers/Coupons,Desktop,Wi-Fi,20:14:13,22,34.37,3862.41,10,602.86,No,Yes,No,Not Applicable,Too many ads,1,Basic,13,12,265,180.25,10
53,M,O7ATCTM,City,05-05-2017,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Mobile_Data,1:28:39,19,213.34,8860.9,6,671.74,Yes,No,Yes,Solved,Poor Website,1,Pro,28,25,1675,595.78,0
55,M,ZW66T5M,Town,26-11-2017,No,xxxxxxxx,Credit/Debit Card Offers,?,Wi-Fi,5:31:13,23,50.48,8944.54,25,626.96,Yes,No,Yes,Unsolved,Poor Customer Service,1,Basic,10,10,279,211.05,1
23,M,8IEHQ76,City,30-01-2016,Yes,CID59483,Credit/Debit Card Offers,Smartphone,Wi-Fi,6:40:31,13,1044.243494,26060.01,22,684.88,Yes,No,Yes,Solved,Poor Website,1,Basic,9,9,377,100.17,21
11,M,KYOLWFX,Town,23-04-2015,Yes,CID26778,Gift Vouchers/Coupons,Both,Mobile_Data,14:01:27,-999,628.79,33199.52,22,777.94,Yes,No,Yes,No Information Available,Poor Customer Service,0,Enterprise,43,35,9730,911.0600000000001,0
22,M,6RZ86VW,Town,07-10-2017,No,xxxxxxxx,Gift Vouchers/Coupons,?,Mobile_Data,18:14:11,17,56.58,41050.72,15,,Yes,No,Yes,Solved,Poor Website,1,Basic,16,15,311,437.15,0
37,M,DS0I1ZT,Village,04-02-2015,Yes,CID62069,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,4:23:34,11,172.07,23587.32,28,326.1310709,Yes,No,No,Not Applicable,Poor Website,1,Pro,20,20,1621,466.68,0
31,M,7YMU3HJ,,15-03-2016,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Wi-Fi,12:35:34,6,44.99,3087.16,8,750.95,Yes,No,No,Not Applicable,No reason specified,0,Enterprise,45,36,9025,1150.65,4
20,M,2Y95NFP,City,22-12-2016,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Mobile_Data,3:36:18,11,144.33,54420.14,5,,No,Yes,No,Not Applicable,User Friendly Website,0,Enterprise,31,28,7936,623.47,5
53,M,MQXM7MW,City,02-09-2017,Yes,CID12326,Without Offers,Both,Fiber_Optic,15:00:27,7,787.74,20129.88,12,,Yes,No,Yes,Solved in Follow-up,Quality Customer Care,0,Enterprise,37,29,11187,985.24,1
38,F,HZZ26WT,City,24-05-2017,?,CID32492,Gift Vouchers/Coupons,?,Fiber_Optic,17:28:17,26,30.49,37139.89,20,627.26,Yes,No,No,Not Applicable,Poor Customer Service,1,Basic,17,16,437,472.81,6
59,F,YOLS46C,City,31-08-2016,No,xxxxxxxx,Without Offers,Both,Wi-Fi,22:42:13,8,400.21,33996.1,38.47159929,697.6,Yes,Yes,No,Not Applicable,Poor Product Quality,1,Basic,7,6,419,147.52,2
50,F,ZO5BVM3,Town,26-02-2016,Yes,CID34703,Credit/Debit Card Offers,Smartphone,Fiber_Optic,23:53:44,13,103.36,39610.89,10,653.12,Yes,No,Yes,Solved,Poor Customer Service,1,Pro,18,13,2699,274.38,14
64,F,P7KUU1A,City,30-03-2015,?,CID50206,Credit/Debit Card Offers,Smartphone,Mobile_Data,17:06:32,8,58.15,27995.24,18,,Yes,No,No,Not Applicable,Poor Product Quality,0,Pro,26,21,2097,595.01,1
27,F,V73DPK8,Town,27-03-2017,Yes,CID61603,Credit/Debit Card Offers,Smartphone,Wi-Fi,10:13:02,10,862.2,35895.98,21,,No,Yes,No,Not Applicable,No reason specified,1,Pro,19,17,1834,344.38,5
12,F,UBUMA9S,Town,07-10-2017,?,CID12643,Without Offers,Desktop,Wi-Fi,10:55:48,9,412.22,1313.11,18,733.13,Yes,Yes,No,Not Applicable,Products always in Stock,0,Pro,26,21,3447,677.52,2
29,F,4H6GWTF,Village,04-01-2016,Yes,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Wi-Fi,18:36:07,19,222.69,18297.21,2,774.47,No,Yes,Yes,No Information Available,Products always in Stock,0,Enterprise,24,22,8766,258.63,1
39,F,HHJDXST,City,27-09-2016,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Wi-Fi,3:57:34,16,283.85,3888.65,18,959.92041,Yes,No,No,Not Applicable,Products always in Stock,0,Pro,35,32,1771,907.26,3
37,F,FETPOEF,City,21-05-2017,?,CID60244,Credit/Debit Card Offers,Desktop,Fiber_Optic,15:51:05,17,136.19,6965.48,5,1181.873763,Yes,No,No,Not Applicable,Too many ads,0,Enterprise,27,24,13808,331.7,0
37,F,C6JR6MZ,Town,09-02-2016,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Wi-Fi,9:50:46,5,32.29,63097.55,-12.71431053,780.09,No,Yes,No,Not Applicable,User Friendly Website,0,Pro,34,29,1744,641.83,8
21,M,37UOC7C,Town,01-07-2015,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Wi-Fi,10:40:52,12,145.45,48500.63,11,727.97,No,Yes,Yes,Solved,Poor Customer Service,0,Pro,14,13,1554,168.91,8
64,F,HSKJR4V,Town,26-09-2017,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Fiber_Optic,21:30:56,10,313.84,23211.35,15,573.16,Yes,No,No,Not Applicable,Poor Product Quality,1,Basic,23,22,314,689.79,1
56,F,ZUA3VGF,Town,03-02-2016,?,CID5182,Without Offers,Smartphone,Wi-Fi,15:52:11,11,254.72,28425.26,11,789.3,Yes,Yes,No,Not Applicable,No reason specified,0,Pro,28,24,1478,669.31,2
37,F,4WL24BT,Town,21-07-2016,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Fiber_Optic,3:50:58,9,206.56,13037.39,13,616.68,Yes,No,Yes,Solved in Follow-up,Too many ads,1,Basic,13,13,322,286.52,12
55,M,2DJSDW1,Town,07-10-2016,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Wi-Fi,5:53:40,21,51.75,27564.76,24,660.59,No,Yes,No,Not Applicable,Too many ads,1,Basic,18,17,275,371.47,5
18,M,BXLJS7C,City,10-05-2016,Yes,CID15710,Without Offers,Smartphone,Fiber_Optic,3:33:17,10,117.9,49537.82,7,528.08,Yes,No,Yes,Solved,Poor Product Quality,1,Basic,14,14,332,231.55,6
27,F,00JB6QS,,27-09-2017,?,CID26757,Gift Vouchers/Coupons,?,Mobile_Data,3:23:24,2,484.45,83453.57,14,788.97,No,Yes,Yes,Unsolved,Reasonable Price,0,Pro,33,24,1194,459.34,0
57,M,IZYZD2D,Town,26-10-2017,No,xxxxxxxx,Without Offers,Smartphone,Wi-Fi,4:12:57,6,32.89,16340.59,-1.590067118,,Yes,No,Yes,Solved in Follow-up,Poor Website,0,Enterprise,42,34,7659,831.79,0
48,F,3GUQMUN,City,23-09-2017,Yes,CID3745,Credit/Debit Card Offers,Desktop,Mobile_Data,0:35:46,15,77.18,49448.05,5,605.23,No,Yes,Yes,No Information Available,Poor Product Quality,1,Basic,14,14,251,319.67,2
54,M,9RXEBI1,Town,24-07-2016,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Wi-Fi,18:00:30,8,60.77,45095.33,1.234738899,692.59,Yes,No,No,Not Applicable,Poor Product Quality,1,Basic,12,12,264,254.47,4
52,F,ZJAXMWS,Village,31-12-2017,No,xxxxxxxx,Without Offers,Smartphone,Mobile_Data,8:42:23,15,197.85,42084.72,18,710.7,No,Yes,No,Not Applicable,Poor Customer Service,0,Pro,19,17,1496,421.71,1
33,F,55D8U27,Town,20-09-2017,Yes,CID25657,Without Offers,Both,Mobile_Data,5:44:42,11,502.4,4714.82,24,472.8025704,Yes,No,No,Not Applicable,Poor Website,0,Enterprise,37,30,8360,886.78,0
35,M,MOXO4A8,Town,05-03-2017,Yes,CID3266,Credit/Debit Card Offers,Smartphone,Fiber_Optic,2:47:53,6,33.96,6175.77,22,545.14,Yes,No,No,Not Applicable,Poor Product Quality,1,Basic,13,12,229,233.0,22
42,M,VSSM0UP,City,06-10-2015,?,CID1047,Without Offers,Both,Mobile_Data,6:27:36,13,617.09,33226.66,17,1053.420685,Yes,Yes,Yes,No Information Available,Poor Product Quality,0,Enterprise,50,40,12312,1097.36,0
39,F,OF3LNL7,City,27-10-2017,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Fiber_Optic,20:50:56,9,34.93,42965.53,29,630.68,No,Yes,Yes,Solved,Poor Product Quality,1,Pro,21,17,1892,412.65,5
50,F,YH9ZYFL,City,15-06-2016,Yes,CID2751,Without Offers,Desktop,Fiber_Optic,14:22:39,20,198.19,20710.0,10,,No,Yes,Yes,Unsolved,Poor Product Quality,1,Pro,29,23,1688,719.57,4
29,M,0B5WG72,City,08-01-2015,Yes,CID38291,Gift Vouchers/Coupons,Desktop,Wi-Fi,22:58:44,11,317.25,17951.87,17,753.97,No,Yes,No,Not Applicable,Poor Customer Service,0,Enterprise,48,39,9003,981.55,0
47,M,I2HH3YZ,Town,05-01-2017,Yes,CID19961,Credit/Debit Card Offers,?,Fiber_Optic,7:26:31,5,876.87,41927.46,17,636.3,Yes,No,Yes,Solved in Follow-up,Poor Website,0,Basic,14,11,271,369.2,10
16,F,G1AHQST,City,30-04-2017,No,xxxxxxxx,Gift Vouchers/Coupons,?,Wi-Fi,22:54:48,8,133.36,21896.63,13,644.25,Yes,No,No,Not Applicable,No reason specified,1,Pro,14,13,1602,305.2,9
48,M,NUQM3QR,,28-12-2015,Yes,CID3699,Without Offers,?,Fiber_Optic,6:44:05,8,522.81,27264.0,11,556.79,Yes,Yes,Yes,Solved in Follow-up,Poor Website,1,Basic,20,18,436,479.64,5
14,F,QK05KFG,City,19-12-2016,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Fiber_Optic,18:22:33,10,33.34,46392.24,24,582.93,Yes,No,No,Not Applicable,Poor Customer Service,1,Basic,15,15,228,351.98,11
13,F,LQYM49A,Village,28-11-2016,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,6:53:31,5,84.05,10423.83,29,1044.81538,No,Yes,Yes,No Information Available,No reason specified,0,Enterprise,60,44,9063,1447.2,0
56,F,HFDQ728,Town,04-09-2016,Yes,CID11953,Without Offers,Desktop,Wi-Fi,20:17:36,19,69.22,14117.54,12,523.54,No,Yes,Yes,Solved in Follow-up,Poor Website,1,Basic,14,14,265,283.44,1
64,F,2VRC6NG,City,29-09-2016,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Mobile_Data,0:50:05,14,32.16,67458.29,-13.64684955,764.62,Yes,No,Yes,Solved in Follow-up,User Friendly Website,0,Pro,36,28,2182,853.88,0
47,M,K7YIUTQ,Town,14-03-2015,Yes,CID28985,Gift Vouchers/Coupons,Both,Wi-Fi,5:39:14,20,692.73,18404.11,19,1072.745128,Yes,No,Yes,No Information Available,Poor Website,1,Basic,5,5,284,129.71,3
46,F,F5T938Y,Town,02-08-2015,?,CID61716,Without Offers,Both,Mobile_Data,12:24:01,12,261.76,15786.32,Error,704.13,No,Yes,No,Not Applicable,Poor Product Quality,0,Enterprise,66,46,11185,1830.68,0
45,M,LU390BC,Town,04-04-2017,Yes,CID8218,Credit/Debit Card Offers,Smartphone,Mobile_Data,17:19:41,14,38.65,1225.14,9,700.07,Yes,No,Yes,Unsolved,Too many ads,0,Enterprise,39,29,12940,1039.98,1
60,F,JIA5UDD,Town,10-12-2015,Yes,CID14887,Without Offers,Smartphone,Wi-Fi,13:12:57,16,182.16,43782.88,Error,761.49,No,Yes,Yes,Solved in Follow-up,User Friendly Website,0,Enterprise,28,25,10478,505.46000000000004,4
19,F,7B5M8OC,Town,30-03-2016,Yes,CID60641,Without Offers,Smartphone,Fiber_Optic,21:43:53,20,31.98,14432.03,24,730.04,Yes,No,Yes,Solved,Poor Customer Service,0,Enterprise,24,23,9832,401.47,0
21,F,AOHLG0V,Town,23-03-2017,No,xxxxxxxx,Credit/Debit Card Offers,?,Mobile_Data,11:57:54,12,283.79,38527.24,26,760.53,Yes,No,Yes,No Information Available,No reason specified,0,Pro,29,25,1691,513.23,8
60,M,66DEWYB,City,27-07-2015,?,CID1697,Credit/Debit Card Offers,Both,Mobile_Data,15:15:08,9,1185.91225,29872.64,8,744.29,Yes,No,Yes,Solved in Follow-up,Poor Customer Service,0,Pro,27,21,1806,356.85,8
32,M,XF40RRS,Town,11-11-2017,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Mobile_Data,8:07:36,17,329.16,37811.56,27,757.14,No,Yes,Yes,Unsolved,Poor Website,0,Pro,27,24,2934,484.33,7
36,F,2V0SZHQ,Town,09-12-2017,Yes,CID43621,Gift Vouchers/Coupons,Both,Fiber_Optic,11:59:47,7,700.63,26571.36,13,738.84,Yes,Yes,No,Not Applicable,Products always in Stock,0,Enterprise,33,26,9657,538.25,0
52,F,L5WC8WS,Town,24-08-2016,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Wi-Fi,5:10:18,3,166.57,45964.8,17,630.0,Yes,No,Yes,No Information Available,Too many ads,1,Basic,14,14,392,271.42,11
39,M,F91GV32,Town,29-12-2016,Yes,CID55829,Without Offers,Smartphone,Fiber_Optic,12:04:43,12,126.05,43632.02,16,594.51,Yes,No,No,Not Applicable,Poor Website,1,Basic,16,16,475,395.25,16
42,F,609T4VI,City,03-09-2016,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Fiber_Optic,21:19:08,11,428.35,26483.73,14,713.42,No,Yes,No,Not Applicable,No reason specified,0,Pro,23,17,1289,397.95,0
56,M,NIHJCOO,Town,03-05-2017,Yes,CID55012,Credit/Debit Card Offers,?,Wi-Fi,9:14:11,16,148.06,15456.63,29,984.3321162,No,Yes,Yes,Solved in Follow-up,No reason specified,1,Pro,31,25,2038,668.96,0
17,F,CKLHKX1,Town,12-07-2017,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Fiber_Optic,17:08:48,15,196.56,1246.57,22,766.76,Yes,No,Yes,Solved in Follow-up,No reason specified,0,Pro,36,31,1534,997.76,0
56,M,RHUBYN8,Town,30-08-2016,No,xxxxxxxx,Without Offers,Desktop,Wi-Fi,15:15:00,10,359.98,38699.34,29,560.14,No,Yes,Yes,No Information Available,Poor Customer Service,0,Basic,8,8,345,187.44,3
33,F,PWOU487,City,29-12-2017,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Mobile_Data,22:23:29,22,32.47,25468.76,Error,298.868694,No,Yes,No,Not Applicable,Poor Customer Service,0,Enterprise,65,46,8740,1780.76,4
33,F,MROG29A,City,07-11-2015,No,xxxxxxxx,Without Offers,Smartphone,Fiber_Optic,21:57:40,22,177.73,35286.1,Error,709.01,Yes,No,Yes,No Information Available,Poor Website,1,Pro,31,24,1650,723.35,4
41,M,R4TAGQ6,Town,11-05-2015,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,5:58:17,9,493.22,20294.0,23,,Yes,No,No,Not Applicable,Poor Website,1,Basic,7,6,320,65.77,2
42,F,PYIV6U9,City,13-05-2017,No,xxxxxxxx,Gift Vouchers/Coupons,?,Mobile_Data,15:40:49,4,316.14,13516.16,20,659.85,No,Yes,Yes,Solved,Poor Product Quality,1,Basic,19,19,457,462.23,3
43,M,H4GXLTP,,14-05-2017,Yes,CID40296,Gift Vouchers/Coupons,Desktop,Mobile_Data,10:21:20,19,107.18,16027.34,4,1059.640736,No,Yes,Yes,Solved,User Friendly Website,0,Pro,27,24,1683,514.55,0
12,F,NKMSURJ,City,11-06-2015,Yes,CID62525,Gift Vouchers/Coupons,?,Wi-Fi,0:11:54,22,108.2,2998.4,26,678.14,Yes,No,Yes,No Information Available,Too many ads,1,Basic,14,14,313,277.94,7
23,F,T1S3FJN,Village,13-05-2015,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Mobile_Data,14:55:27,11,-900.2103186,14865.87,25,,No,Yes,Yes,Solved,No reason specified,1,Basic,15,15,373,346.73,5
14,F,E95TA6W,Town,02-07-2015,No,xxxxxxxx,Gift Vouchers/Coupons,Both,Wi-Fi,20:13:47,5,407.97,19138.74,12,,No,Yes,No,Not Applicable,Poor Website,1,Pro,25,22,2535,568.48,1
62,F,J44762N,Town,18-10-2015,Yes,CID31521,Without Offers,Smartphone,Fiber_Optic,23:01:03,6,308.28,38497.78,21,792.37,Yes,No,Yes,Unsolved,Too many ads,0,Pro,28,23,2099,603.4,0
60,M,OQ8U35S,Town,17-12-2015,?,CID41894,Gift Vouchers/Coupons,Desktop,Mobile_Data,21:15:26,7,67.78,14175.2,Error,464.501175,No,Yes,Yes,Solved in Follow-up,Poor Customer Service,1,Pro,34,25,2234,893.38,1
56,M,C1WO41D,Town,23-07-2016,Yes,CID53761,Without Offers,Desktop,Mobile_Data,2:08:29,5,732.71,47547.72,15,936.3622801,Yes,Yes,Yes,Unsolved,Poor Product Quality,1,Basic,15,15,422,329.75,8
41,M,9MVALUF,,14-06-2015,Yes,CID31015,Gift Vouchers/Coupons,Desktop,Fiber_Optic,13:58:51,22,188.96,40428.78,23,614.25,No,Yes,Yes,Solved in Follow-up,Too many ads,1,Pro,28,25,1257,557.97,1
18,F,AGIKGT5,Town,02-05-2016,No,xxxxxxxx,Without Offers,Desktop,Wi-Fi,15:41:22,21,32.82,46250.9,2,779.89,Yes,No,No,Not Applicable,User Friendly Website,0,Pro,13,12,1380,231.39000000000001,32
63,M,68X50DQ,Village,25-03-2017,Yes,CID29711,Credit/Debit Card Offers,Both,Fiber_Optic,22:19:51,17,1099.5,95625.4,13,,No,Yes,No,Not Applicable,Quality Customer Care,0,Pro,15,15,2101,233.26,0
23,M,FI7GAP2,City,08-12-2017,Yes,CID55727,Without Offers,Desktop,Fiber_Optic,8:16:00,15,547.87,36383.39,4,763.15,No,Yes,Yes,Solved,Products always in Stock,0,Pro,38,29,2555,1071.1200000000001,1
17,M,9UJH2VO,City,30-10-2017,Yes,CID17316,Credit/Debit Card Offers,Desktop,Mobile_Data,4:38:03,14,80.4,15214.2,16,761.95,Yes,No,No,Not Applicable,No reason specified,0,Enterprise,20,18,7459,394.88,12
42,F,EDXS9Z3,City,28-03-2016,Yes,xxxxxxxx,Without Offers,Desktop,Wi-Fi,0:30:47,8,179.84,39667.91,10,-38.08431401,No,Yes,No,Not Applicable,Poor Product Quality,0,Pro,35,27,1701,746.87,0
31,F,LU3B1CT,City,01-02-2017,?,CID18443,Without Offers,Desktop,Wi-Fi,18:56:15,10,731.24,36981.7,26,774.16,No,Yes,Yes,Unsolved,Poor Customer Service,0,Pro,28,24,1358,482.9,2
12,F,F6PS8PZ,Town,02-06-2017,No,xxxxxxxx,Credit/Debit Card Offers,?,Wi-Fi,7:15:44,13,49.19,35209.09,10,799.43,No,Yes,Yes,No Information Available,Quality Customer Care,0,Pro,35,31,1953,704.87,7
63,M,YJ229A7,,13-11-2017,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,14:38:00,15,30.66,15079.52,23,469.5653778,Yes,No,No,Not Applicable,Too many ads,0,Enterprise,37,27,8781,717.57,1
16,F,DFL14TM,Town,03-11-2017,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Fiber_Optic,1:19:35,7,34.49,31418.7,Error,770.66,Yes,No,Yes,Unsolved,Poor Product Quality,0,Enterprise,32,25,8331,676.48,4
38,M,59VYKZF,Town,04-02-2016,Yes,xxxxxxxx,Without Offers,Desktop,Mobile_Data,14:27:08,17,117.11,29114.92,Error,521.7,No,Yes,Yes,No Information Available,Too many ads,1,Basic,6,6,262,60.42,6
15,M,LDYMHD4,City,18-12-2015,No,xxxxxxxx,Gift Vouchers/Coupons,?,Wi-Fi,10:15:03,-999,93.76,28456.92,5,704.31,No,Yes,No,Not Applicable,Poor Website,0,Enterprise,28,25,13495,513.17,2
30,M,WH0V4K6,City,06-11-2015,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Wi-Fi,21:19:03,-999,121.38,13374.01,12,693.0,Yes,No,No,Not Applicable,Poor Website,1,Basic,17,17,269,411.29,1
64,M,WBTDLCE,Village,11-10-2016,No,xxxxxxxx,Gift Vouchers/Coupons,Both,Mobile_Data,22:40:06,10,445.01,37220.97,Error,550.13,No,Yes,Yes,Solved,Poor Website,1,Basic,20,18,384,468.71,7
59,M,UL9ZZKV,Town,29-01-2015,Yes,CID29969,Credit/Debit Card Offers,Smartphone,Mobile_Data,5:25:51,10,628.79,40093.14,55.01616857,622.06,No,Yes,No,Not Applicable,Poor Customer Service,1,Basic,18,16,405,395.36,0
23,M,HBY1Q1U,City,04-08-2015,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Fiber_Optic,6:35:32,11,31.45,18606.73,24,621.94,No,Yes,No,Not Applicable,Poor Product Quality,1,Basic,14,12,256,299.1,7
32,F,80Y00VC,Town,22-06-2015,No,xxxxxxxx,Without Offers,Smartphone,Wi-Fi,9:31:02,24,38.88,41019.89,19,750.83,No,Yes,Yes,Solved,Quality Customer Care,0,Pro,38,33,2065,1045.85,3
